,fecha,departamento,municipio,dosis,vacunacion
10,2021-11-13,Tarija,Tarija,1,78%
0,2021-11-13,La Paz,Ancoraimes,1,13%
1,2021-11-13,La Paz,Aucapata,1,13%
2,2021-11-13,La Paz,Caquiaviri,1,13%
3,2021-11-13,La Paz,Tito Yupanqui (Parquipujio),1,13%
4,2021-11-13,La Paz,Calacoto,1,17%
5,2021-11-13,La Paz,Gral. J.J. Perez (Charazani),1,19%
6,2021-11-13,La Paz,Humanata,1,19%
7,2021-11-13,La Paz,Combaya,1,20%
8,2021-11-13,La Paz,Sorata,1,20%
9,2021-11-13,La Paz,Apolo,1,21%
10,2021-11-13,La Paz,Curva,1,21%
11,2021-11-13,La Paz,Catacora,1,22%
12,2021-11-13,La Paz,Santiago De Callapa,1,22%
13,2021-11-13,La Paz,Sapahaqui,1,22%
14,2021-11-13,La Paz,Pelechuco,1,24%
15,2021-11-13,La Paz,Sica Sica (Villa Aroma),1,24%
16,2021-11-13,La Paz,Mecapaca,1,25%
17,2021-11-13,La Paz,Puerto Carabuco,1,25%
18,2021-11-13,La Paz,Ayata,1,26%
19,2021-11-13,La Paz,Chacarilla,1,26%
20,2021-11-13,La Paz,Charaña,1,26%
21,2021-11-13,La Paz,La Asunta,1,26%
22,2021-11-13,La Paz,Mapiri,1,26%
23,2021-11-13,La Paz,Mocomoco,1,26%
24,2021-11-13,La Paz,Batallas,1,27%
25,2021-11-13,La Paz,Ichoca,1,28%
26,2021-11-13,La Paz,Licoma Pampa,1,28%
27,2021-11-13,La Paz,Alto Beni,1,29%
28,2021-11-13,La Paz,Cairoma,1,29%
29,2021-11-13,La Paz,Comanche,1,29%
30,2021-11-13,La Paz,Chuma,1,30%
31,2021-11-13,La Paz,Pucarani,1,30%
32,2021-11-13,La Paz,Santiago De Huata,1,30%
33,2021-11-13,La Paz,Tacacoma,1,30%
34,2021-11-13,La Paz,Waldo Ballivian,1,30%
35,2021-11-13,La Paz,Colquencha,1,31%
36,2021-11-13,La Paz,Chulumani (V. De La Libertad),1,32%
37,2021-11-13,La Paz,Copacabana,1,32%
38,2021-11-13,La Paz,Guanay,1,32%
39,2021-11-13,La Paz,Malla,1,32%
40,2021-11-13,La Paz,Taraco,1,32%
41,2021-11-13,La Paz,Tiawanacu,1,32%
42,2021-11-13,La Paz,Caranavi,1,33%
43,2021-11-13,La Paz,San Andres De Machaca,1,33%
44,2021-11-13,La Paz,San Pedro De Curahuara,1,33%
45,2021-11-13,La Paz,Coripata,1,34%
46,2021-11-13,La Paz,Inquisivi,1,34%
47,2021-11-13,La Paz,Jesus De Machaca,1,34%
48,2021-11-13,La Paz,Coro Coro,1,35%
49,2021-11-13,La Paz,Puerto Perez,1,35%
50,2021-11-13,La Paz,Quiabaya,1,35%
51,2021-11-13,La Paz,Santiago De Machaca,1,35%
52,2021-11-13,La Paz,Ayo Ayo,1,36%
53,2021-11-13,La Paz,Coroico,1,36%
54,2021-11-13,La Paz,Irupana (Villa De Lanza),1,36%
55,2021-11-13,La Paz,Palos Blancos,1,36%
56,2021-11-13,La Paz,Chua Cocani,1,38%
57,2021-11-13,La Paz,Huarina ,1,38%
58,2021-11-13,La Paz,Achacachi,1,39%
59,2021-11-13,La Paz,Patacamaya,1,39%
60,2021-11-13,La Paz,Tipuani,1,39%
61,2021-11-13,La Paz,Cajuata,1,40%
62,2021-11-13,La Paz,Calamarca,1,40%
63,2021-11-13,La Paz,Escoma,1,40%
64,2021-11-13,La Paz,Papel Pampa,1,40%
65,2021-11-13,La Paz,Colquiri,1,41%
66,2021-11-13,La Paz,Huatajata,1,41%
67,2021-11-13,La Paz,Laja,1,41%
68,2021-11-13,La Paz,Luribay,1,41%
69,2021-11-13,La Paz,Teoponte,1,41%
70,2021-11-13,La Paz,Yaco,1,41%
71,2021-11-13,La Paz,Ixiamas,1,42%
72,2021-11-13,La Paz,Palca,1,42%
73,2021-11-13,La Paz,Desaguadero,1,43%
74,2021-11-13,La Paz,Guaqui,1,44%
75,2021-11-13,La Paz,Collana,1,45%
76,2021-11-13,La Paz,Puerto Acosta,1,45%
77,2021-11-13,La Paz,San Pedro De Tiquina,1,46%
78,2021-11-13,La Paz,Umala,1,46%
79,2021-11-13,La Paz,Quime,1,47%
80,2021-11-13,La Paz,Nazacara De Pacajes,1,48%
81,2021-11-13,La Paz,Yanacachi,1,48%
82,2021-11-13,La Paz,San Buena Ventura,1,50%
83,2021-11-13,La Paz,Viacha,1,52%
84,2021-11-13,La Paz,El Alto,1,54%
85,2021-11-13,La Paz,Achocalla,1,71%
86,2021-11-13,La Paz,La Paz,1,104%
0,2021-11-13,Potosí,San Pedro De Buena Vista,1,14%
1,2021-11-13,Potosí,Tinguipaya,1,15%
2,2021-11-13,Potosí,Chuquihuta Ayllu Jucumani,1,20%
3,2021-11-13,Potosí,Acacio,1,22%
4,2021-11-13,Potosí,Colquechaca,1,22%
5,2021-11-13,Potosí,Belen De Urmiri,1,23%
6,2021-11-13,Potosí,Pocoata,1,23%
7,2021-11-13,Potosí,Mojinete,1,24%
8,2021-11-13,Potosí,Toro Toro,1,26%
9,2021-11-13,Potosí,San Antonio De Esmoruco,1,27%
10,2021-11-13,Potosí,Ravelo,1,29%
11,2021-11-13,Potosí,Ckochas,1,30%
12,2021-11-13,Potosí,Chayanta,1,31%
13,2021-11-13,Potosí,Ocuri,1,31%
14,2021-11-13,Potosí,Puna,1,31%
15,2021-11-13,Potosí,Tacobamba,1,34%
16,2021-11-13,Potosí,Llica,1,36%
17,2021-11-13,Potosí,Porco,1,36%
18,2021-11-13,Potosí,Tomave,1,36%
19,2021-11-13,Potosí,Uncia,1,36%
20,2021-11-13,Potosí,San P.De Quemes,1,37%
21,2021-11-13,Potosí,Arampampa,1,39%
22,2021-11-13,Potosí,Betanzos,1,39%
23,2021-11-13,Potosí,San P. De Lipez,1,39%
24,2021-11-13,Potosí,Sacaca,1,40%
25,2021-11-13,Potosí,Yocalla,1,40%
26,2021-11-13,Potosí,Cotagaita,1,41%
27,2021-11-13,Potosí,Chaqui,1,42%
28,2021-11-13,Potosí,"Caiza ""D""",1,46%
29,2021-11-13,Potosí,Vitichi,1,51%
30,2021-11-13,Potosí,Caripuyo,1,52%
31,2021-11-13,Potosí,Llallagua,1,57%
32,2021-11-13,Potosí,Tahua,1,58%
33,2021-11-13,Potosí,Villazon,1,68%
34,2021-11-13,Potosí,"Colcha ""K""",1,70%
35,2021-11-13,Potosí,Uyuni,1,70%
36,2021-11-13,Potosí,San Agustin,1,77%
37,2021-11-13,Potosí,Potosí,1,79%
38,2021-11-13,Potosí,Tupiza,1,87%
39,2021-11-13,Potosí,Atocha,1,93%
0,2021-11-13,Oruro,Cruz De Machacamarca,1,6%
1,2021-11-13,Oruro,Escara,1,9%
2,2021-11-13,Oruro,Todos Santos,1,17%
3,2021-11-13,Oruro,El Choro,1,18%
4,2021-11-13,Oruro,Esmeralda,1,20%
5,2021-11-13,Oruro,Chipaya,1,22%
6,2021-11-13,Oruro,Carangas,1,23%
7,2021-11-13,Oruro,Santiago De Huari,1,26%
8,2021-11-13,Oruro,Toledo,1,28%
9,2021-11-13,Oruro,Salinas De Garci Mendoza,1,30%
10,2021-11-13,Oruro,La Rivera,1,32%
11,2021-11-13,Oruro,Santuario De Quillacas,1,40%
12,2021-11-13,Oruro,Corque,1,41%
13,2021-11-13,Oruro,Sabaya,1,41%
14,2021-11-13,Oruro,Andamarca,1,42%
15,2021-11-13,Oruro,Belen De Andamarca,1,43%
16,2021-11-13,Oruro,Coipasa,1,43%
17,2021-11-13,Oruro,Challapata,1,45%
18,2021-11-13,Oruro,Turco,1,46%
19,2021-11-13,Oruro,Yunguyo De Litoral,1,47%
20,2021-11-13,Oruro,Poopo,1,48%
21,2021-11-13,Oruro,Choque Cota,1,49%
22,2021-11-13,Oruro,Caracollo,1,50%
23,2021-11-13,Oruro,Eucaliptus,1,53%
24,2021-11-13,Oruro,Pampa Aullagas,1,53%
25,2021-11-13,Oruro,Pazña,1,53%
26,2021-11-13,Oruro,Totora(Orr),1,54%
27,2021-11-13,Oruro,Soracachi,1,55%
28,2021-11-13,Oruro,Antequera,1,85%
29,2021-11-13,Oruro,Huachacalla,1,99%
30,2021-11-13,Oruro,Antequera,1,85%
31,2021-11-13,Oruro,Huachacalla,1,99%
32,2021-11-13,Oruro,Antequera,1,85%
33,2021-11-13,Oruro,Antequera,1,85%
34,2021-11-13,Oruro,Huachacalla,1,99%
0,2021-11-13,Santa Cruz,Pailon,2,18%
1,2021-11-13,Santa Cruz,Yapacani,2,21%
2,2021-11-13,Santa Cruz,San Jose De Chiquitos,2,26%
3,2021-11-13,Santa Cruz,El Puente(Stc),2,29%
4,2021-11-13,Santa Cruz,San Julian,2,29%
5,2021-11-13,Santa Cruz,Ascencion De Guarayos,2,32%
6,2021-11-13,Santa Cruz,La Guardia,2,32%
7,2021-11-13,Santa Cruz,Charagua,2,34%
8,2021-11-13,Santa Cruz,Santa Rosa Del Sara,2,34%
9,2021-11-13,Santa Cruz,Cuatro Cañadas,2,36%
10,2021-11-13,Santa Cruz,Urubicha,2,36%
11,2021-11-13,Santa Cruz,Fernandez Alonso,2,37%
12,2021-11-13,Santa Cruz,Warnes,2,37%
13,2021-11-13,Santa Cruz,Saipina,2,41%
14,2021-11-13,Santa Cruz,San Pedro,2,42%
15,2021-11-13,Santa Cruz,Pampa Grande,2,43%
16,2021-11-13,Santa Cruz,San Carlos,2,45%
17,2021-11-13,Santa Cruz,Mineros,2,51%
18,2021-11-13,Santa Cruz,Cabezas,2,52%
19,2021-11-13,Santa Cruz,San Antonio De Lomerio,2,52%
20,2021-11-13,Santa Cruz,San Juan De Yapacani,2,52%
21,2021-11-13,Santa Cruz,Mairana,2,54%
22,2021-11-13,Santa Cruz,Montero,2,55%
23,2021-11-13,Santa Cruz,Quirusillas,2,55%
24,2021-11-13,Santa Cruz,Gutierrez,2,56%
25,2021-11-13,Santa Cruz,Postrer Valle,2,56%
26,2021-11-13,Santa Cruz,Trigal,2,59%
27,2021-11-13,Santa Cruz,Comarapa,2,60%
28,2021-11-13,Santa Cruz,San Javier(Stc),2,60%
29,2021-11-13,Santa Cruz,San Rafael,2,60%
30,2021-11-13,Santa Cruz,El Torno,2,63%
31,2021-11-13,Santa Cruz,Buena Vista,2,64%
32,2021-11-13,Santa Cruz,Concepcion,2,66%
33,2021-11-13,Santa Cruz,Santa Cruz de la Sierra,2,66%
34,2021-11-13,Santa Cruz,Cuevo,2,67%
35,2021-11-13,Santa Cruz,San Ignacio De Velasco,2,68%
36,2021-11-13,Santa Cruz,Carmen Rivero Torrez,2,69%
37,2021-11-13,Santa Cruz,Porongo,2,69%
38,2021-11-13,Santa Cruz,Puerto Suarez,2,70%
39,2021-11-13,Santa Cruz,San Ramon,2,70%
40,2021-11-13,Santa Cruz,Boyuibe,2,72%
41,2021-11-13,Santa Cruz,San Miguel De Velasco,2,72%
42,2021-11-13,Santa Cruz,Okinawa,2,73%
43,2021-11-13,Santa Cruz,Robore,2,73%
44,2021-11-13,Santa Cruz,Cotoca,2,74%
45,2021-11-13,Santa Cruz,Samaipata,2,74%
46,2021-11-13,Santa Cruz,Moro Moro,2,75%
47,2021-11-13,Santa Cruz,Pucara,2,75%
48,2021-11-13,Santa Cruz,Puerto Quijarro,2,77%
49,2021-11-13,Santa Cruz,General Saavedra,2,78%
50,2021-11-13,Santa Cruz,Portachuelo,2,78%
51,2021-11-13,Santa Cruz,Vallegrande,2,80%
52,2021-11-13,Santa Cruz,San Matias,2,83%
53,2021-11-13,Santa Cruz,Lagunillas,2,84%
54,2021-11-13,Santa Cruz,Colpa Belgica,2,91%
55,2021-11-13,Santa Cruz,Camiri,2,92%
0,2021-11-13,Beni,Loreto,2,15%
1,2021-11-13,Beni,San Javier(Bni),2,16%
2,2021-11-13,Beni,Exaltacion,2,17%
3,2021-11-13,Beni,San Borja,2,22%
4,2021-11-13,Beni,Reyes,2,29%
5,2021-11-13,Beni,Rurrenabaque,2,30%
6,2021-11-13,Beni,San Joaquin,2,37%
7,2021-11-13,Beni,San Andres,2,38%
8,2021-11-13,Beni,Magdalena,2,42%
9,2021-11-13,Beni,Trinidad,2,43%
10,2021-11-13,Beni,Santa Ana,2,44%
11,2021-11-13,Beni,Huaracaje,2,46%
12,2021-11-13,Beni,San Ignacio,2,49%
13,2021-11-13,Beni,Santa Rosa,2,54%
14,2021-11-13,Beni,Puerto Siles,2,55%
15,2021-11-13,Beni,Riberalta,2,55%
16,2021-11-13,Beni,San Ramon,2,56%
17,2021-11-13,Beni,Guayaramerin,2,59%
18,2021-11-13,Beni,Baures,2,73%
0,2021-11-13,Pando,Ingavi (Humaita),2,16%
1,2021-11-13,Pando,Sena,2,21%
2,2021-11-13,Pando,San Lorenzo(Pnd),2,22%
3,2021-11-13,Pando,Nuevo Manoa (Nueva Esperanza),2,28%
4,2021-11-13,Pando,San Pedro(Pnd),2,32%
5,2021-11-13,Pando,Bolpebra,2,33%
6,2021-11-13,Pando,Eureka (Santos Mercado),2,35%
7,2021-11-13,Pando,Porvenir,2,35%
8,2021-11-13,Pando,Villa Nueva (Loma Alta),2,38%
9,2021-11-13,Pando,Filadelfia,2,39%
10,2021-11-13,Pando,Puerto Gonzalo Moreno,2,39%
11,2021-11-13,Pando,Cobija,2,49%
12,2021-11-13,Pando,Nacebe (Santa Rosa Del Abuna),2,51%
13,2021-11-13,Pando,Bella Flor,2,54%
14,2021-11-13,Pando,Puerto Rico,2,62%
0,2021-11-13,Cochabamba,Tacopaya,2,24%
1,2021-11-13,Cochabamba,Vacas,2,24%
2,2021-11-13,Cochabamba,Pojo (Cbba),2,25%
3,2021-11-13,Cochabamba,Bolivar,2,27%
4,2021-11-13,Cochabamba,Vinto,2,33%
5,2021-11-13,Cochabamba,Colomi,2,34%
6,2021-11-13,Cochabamba,Sipe Sipe,2,36%
7,2021-11-13,Cochabamba,Pasorapa,2,37%
8,2021-11-13,Cochabamba,Sacaba,2,37%
9,2021-11-13,Cochabamba,Tiraque (Cbba),2,37%
10,2021-11-13,Cochabamba,Tiquipaya,2,38%
11,2021-11-13,Cochabamba,Cocapata,2,39%
12,2021-11-13,Cochabamba,Colcapirhua,2,39%
13,2021-11-13,Cochabamba,Morochata,2,39%
14,2021-11-13,Cochabamba,Sicaya,2,39%
15,2021-11-13,Cochabamba,Totora(Cbba),2,39%
16,2021-11-13,Cochabamba,Mizque,2,40%
17,2021-11-13,Cochabamba,Puerto Villarroel,2,40%
18,2021-11-13,Cochabamba,Ayopaya (V. De Independencia),2,41%
19,2021-11-13,Cochabamba,Vila Vila,2,41%
20,2021-11-13,Cochabamba,Tapacari,2,42%
21,2021-11-13,Cochabamba,Entre Rios,2,43%
22,2021-11-13,Cochabamba,Shinaota,2,43%
23,2021-11-13,Cochabamba,Villa Tunari,2,43%
24,2021-11-13,Cochabamba,Arani,2,44%
25,2021-11-13,Cochabamba,Sacabamba,2,45%
26,2021-11-13,Cochabamba,San Benito,2,45%
27,2021-11-13,Cochabamba,Villa Rivero,2,45%
28,2021-11-13,Cochabamba,Chimore,2,48%
29,2021-11-13,Cochabamba,Toco,2,48%
30,2021-11-13,Cochabamba,Capinota,2,50%
31,2021-11-13,Cochabamba,Quillacollo,2,52%
32,2021-11-13,Cochabamba,Pocona,2,53%
33,2021-11-13,Cochabamba,Arque,2,54%
34,2021-11-13,Cochabamba,Alalay,2,62%
35,2021-11-13,Cochabamba,Tacachi,2,65%
36,2021-11-13,Cochabamba,Aiquile,2,66%
37,2021-11-13,Cochabamba,Arbieto,2,66%
38,2021-11-13,Cochabamba,Cliza,2,68%
39,2021-11-13,Cochabamba,Anzaldo,2,70%
40,2021-11-13,Cochabamba,Punata,2,70%
41,2021-11-13,Cochabamba,Omereque,2,80%
42,2021-11-13,Cochabamba,Tolata,2,83%
43,2021-11-13,Cochabamba,Cochabamba,2,86%
44,2021-11-13,Cochabamba,Tarata,2,87%
45,2021-11-13,Cochabamba,Cuchumuela (V. G. Villarroel),2,92%
46,2021-11-13,Cochabamba,Santivañes,2,125%
0,2021-11-13,Chuquisaca,Presto,2,16%
1,2021-11-13,Chuquisaca,Incahuasi,2,19%
2,2021-11-13,Chuquisaca,Poroma,2,19%
3,2021-11-13,Chuquisaca,Villa Charcas,2,19%
4,2021-11-13,Chuquisaca,Tarabuco,2,20%
5,2021-11-13,Chuquisaca,Tarvita,2,24%
6,2021-11-13,Chuquisaca,Yamparaez,2,26%
7,2021-11-13,Chuquisaca,Sopachuy,2,27%
8,2021-11-13,Chuquisaca,Zudañez,2,27%
9,2021-11-13,Chuquisaca,Mojocoya,2,35%
10,2021-11-13,Chuquisaca,Icla,2,39%
11,2021-11-13,Chuquisaca,San Lucas,2,40%
12,2021-11-13,Chuquisaca,Culpina,2,41%
13,2021-11-13,Chuquisaca,Azurduy,2,43%
14,2021-11-13,Chuquisaca,Tomina,2,46%
15,2021-11-13,Chuquisaca,Las Carreras,2,48%
16,2021-11-13,Chuquisaca,Yotala,2,49%
17,2021-11-13,Chuquisaca,Alcala,2,52%
18,2021-11-13,Chuquisaca,Camataqui (C. Villa Abecia),2,52%
19,2021-11-13,Chuquisaca,El Villar,2,58%
20,2021-11-13,Chuquisaca,Camargo,2,68%
21,2021-11-13,Chuquisaca,Huacaya (Villa De Huacaya),2,69%
22,2021-11-13,Chuquisaca,Machareti,2,69%
23,2021-11-13,Chuquisaca,Villa Vaca Guzman (Muyupampa),2,72%
24,2021-11-13,Chuquisaca,Villa Serrano,2,73%
25,2021-11-13,Chuquisaca,Sucre,2,75%
26,2021-11-13,Chuquisaca,Huacareta,2,82%
27,2021-11-13,Chuquisaca,Padilla,2,83%
28,2021-11-13,Chuquisaca,Monteagudo,2,84%
0,2021-11-13,Tarija,Yunchara,2,46%
1,2021-11-13,Tarija,El Puente(Tja),2,55%
2,2021-11-13,Tarija,Entre Rios,2,61%
3,2021-11-13,Tarija,Yacuiba,2,61%
4,2021-11-13,Tarija,Bermejo,2,62%
5,2021-11-13,Tarija,Carapari,2,64%
6,2021-11-13,Tarija,Padcaya,2,64%
7,2021-11-13,Tarija,San Lorenzo(Tja),2,66%
8,2021-11-13,Tarija,Uriondo (A. Concepcion),2,66%
9,2021-11-13,Tarija,Tarija,2,69%
10,2021-11-13,Tarija,Villa Montes,2,69%
0,2021-11-13,La Paz,Ancoraimes,2,11%
1,2021-11-13,La Paz,Aucapata,2,11%
2,2021-11-13,La Paz,Caquiaviri,2,12%
3,2021-11-13,La Paz,Tito Yupanqui (Parquipujio),2,12%
4,2021-11-13,La Paz,Humanata,2,15%
5,2021-11-13,La Paz,Apolo,2,17%
6,2021-11-13,La Paz,Calacoto,2,17%
7,2021-11-13,La Paz,Gral. J.J. Perez (Charazani),2,17%
8,2021-11-13,La Paz,Combaya,2,18%
9,2021-11-13,La Paz,Santiago De Callapa,2,18%
10,2021-11-13,La Paz,Sorata,2,19%
11,2021-11-13,La Paz,Curva,2,20%
12,2021-11-13,La Paz,Sapahaqui,2,20%
13,2021-11-13,La Paz,Catacora,2,21%
14,2021-11-13,La Paz,Pelechuco,2,21%
15,2021-11-13,La Paz,Sica Sica (Villa Aroma),2,22%
16,2021-11-13,La Paz,Mapiri,2,23%
17,2021-11-13,La Paz,Ayata,2,24%
18,2021-11-13,La Paz,Charaña,2,24%
19,2021-11-13,La Paz,La Asunta,2,24%
20,2021-11-13,La Paz,Mecapaca,2,24%
21,2021-11-13,La Paz,Puerto Carabuco,2,24%
22,2021-11-13,La Paz,Batallas,2,25%
23,2021-11-13,La Paz,Mocomoco,2,25%
24,2021-11-13,La Paz,Chacarilla,2,26%
25,2021-11-13,La Paz,Comanche,2,26%
26,2021-11-13,La Paz,Alto Beni,2,27%
27,2021-11-13,La Paz,Cairoma,2,27%
28,2021-11-13,La Paz,Chuma,2,27%
29,2021-11-13,La Paz,Ichoca,2,27%
30,2021-11-13,La Paz,Licoma Pampa,2,27%
31,2021-11-13,La Paz,Santiago De Huata,2,27%
32,2021-11-13,La Paz,Colquencha,2,28%
33,2021-11-13,La Paz,Pucarani,2,28%
34,2021-11-13,La Paz,Waldo Ballivian,2,28%
35,2021-11-13,La Paz,Caranavi,2,29%
36,2021-11-13,La Paz,Chulumani (V. De La Libertad),2,29%
37,2021-11-13,La Paz,San Andres De Machaca,2,29%
38,2021-11-13,La Paz,Taraco,2,29%
39,2021-11-13,La Paz,Copacabana,2,30%
40,2021-11-13,La Paz,Malla,2,30%
41,2021-11-13,La Paz,Tacacoma,2,30%
42,2021-11-13,La Paz,Tiawanacu,2,30%
43,2021-11-13,La Paz,Guanay,2,31%
44,2021-11-13,La Paz,Coripata,2,32%
45,2021-11-13,La Paz,Inquisivi,2,32%
46,2021-11-13,La Paz,Puerto Perez,2,32%
47,2021-11-13,La Paz,San Pedro De Curahuara,2,32%
48,2021-11-13,La Paz,Ayo Ayo,2,33%
49,2021-11-13,La Paz,Coro Coro,2,33%
50,2021-11-13,La Paz,Jesus De Machaca,2,33%
51,2021-11-13,La Paz,Palos Blancos,2,33%
52,2021-11-13,La Paz,Santiago De Machaca,2,33%
53,2021-11-13,La Paz,Coroico,2,34%
54,2021-11-13,La Paz,Irupana (Villa De Lanza),2,34%
55,2021-11-13,La Paz,Quiabaya,2,34%
56,2021-11-13,La Paz,Papel Pampa,2,35%
57,2021-11-13,La Paz,Chua Cocani,2,36%
58,2021-11-13,La Paz,Huarina ,2,36%
59,2021-11-13,La Paz,Achacachi,2,37%
60,2021-11-13,La Paz,Colquiri,2,37%
61,2021-11-13,La Paz,Escoma,2,37%
62,2021-11-13,La Paz,Cajuata,2,38%
63,2021-11-13,La Paz,Calamarca,2,38%
64,2021-11-13,La Paz,Luribay,2,38%
65,2021-11-13,La Paz,Palca,2,38%
66,2021-11-13,La Paz,Patacamaya,2,38%
67,2021-11-13,La Paz,Teoponte,2,38%
68,2021-11-13,La Paz,Tipuani,2,38%
69,2021-11-13,La Paz,Yaco,2,38%
70,2021-11-13,La Paz,Huatajata,2,40%
71,2021-11-13,La Paz,Laja,2,40%
72,2021-11-13,La Paz,Desaguadero,2,41%
73,2021-11-13,La Paz,El Alto,2,41%
74,2021-11-13,La Paz,Collana,2,42%
75,2021-11-13,La Paz,Guaqui,2,42%
76,2021-11-13,La Paz,Ixiamas,2,42%
77,2021-11-13,La Paz,Puerto Acosta,2,42%
78,2021-11-13,La Paz,San Pedro De Tiquina,2,42%
79,2021-11-13,La Paz,Umala,2,43%
80,2021-11-13,La Paz,Nazacara De Pacajes,2,44%
81,2021-11-13,La Paz,Quime,2,44%
82,2021-11-13,La Paz,Yanacachi,2,46%
83,2021-11-13,La Paz,San Buena Ventura,2,48%
84,2021-11-13,La Paz,Viacha,2,49%
85,2021-11-13,La Paz,Achocalla,2,65%
86,2021-11-13,La Paz,La Paz,2,93%
0,2021-11-13,Potosí,San Pedro De Buena Vista,2,9%
1,2021-11-13,Potosí,Tinguipaya,2,13%
2,2021-11-13,Potosí,Acacio,2,15%
3,2021-11-13,Potosí,Chuquihuta Ayllu Jucumani,2,17%
4,2021-11-13,Potosí,Colquechaca,2,17%
5,2021-11-13,Potosí,Toro Toro,2,18%
6,2021-11-13,Potosí,Belen De Urmiri,2,20%
7,2021-11-13,Potosí,Pocoata,2,20%
8,2021-11-13,Potosí,San Antonio De Esmoruco,2,20%
9,2021-11-13,Potosí,Ravelo,2,23%
10,2021-11-13,Potosí,Mojinete,2,24%
11,2021-11-13,Potosí,Ckochas,2,25%
12,2021-11-13,Potosí,Chayanta,2,26%
13,2021-11-13,Potosí,Ocuri,2,27%
14,2021-11-13,Potosí,Puna,2,27%
15,2021-11-13,Potosí,Porco,2,28%
16,2021-11-13,Potosí,Tacobamba,2,29%
17,2021-11-13,Potosí,Chaqui,2,30%
18,2021-11-13,Potosí,San P.De Quemes,2,31%
19,2021-11-13,Potosí,Llica,2,32%
20,2021-11-13,Potosí,Tomave,2,32%
21,2021-11-13,Potosí,Uncia,2,32%
22,2021-11-13,Potosí,Betanzos,2,34%
23,2021-11-13,Potosí,Yocalla,2,34%
24,2021-11-13,Potosí,Arampampa,2,35%
25,2021-11-13,Potosí,Sacaca,2,35%
26,2021-11-13,Potosí,San P. De Lipez,2,35%
27,2021-11-13,Potosí,Cotagaita,2,38%
28,2021-11-13,Potosí,"Caiza ""D""",2,40%
29,2021-11-13,Potosí,Caripuyo,2,41%
30,2021-11-13,Potosí,Vitichi,2,47%
31,2021-11-13,Potosí,Llallagua,2,50%
32,2021-11-13,Potosí,Tahua,2,51%
33,2021-11-13,Potosí,Villazon,2,58%
34,2021-11-13,Potosí,Uyuni,2,61%
35,2021-11-13,Potosí,Potosí,2,66%
36,2021-11-13,Potosí,"Colcha ""K""",2,67%
37,2021-11-13,Potosí,San Agustin,2,74%
38,2021-11-13,Potosí,Tupiza,2,82%
39,2021-11-13,Potosí,Atocha,2,88%
0,2021-11-13,Oruro,Cruz De Machacamarca,2,6%
1,2021-11-13,Oruro,Escara,2,9%
2,2021-11-13,Oruro,Todos Santos,2,16%
3,2021-11-13,Oruro,El Choro,2,17%
4,2021-11-13,Oruro,Chipaya,2,18%
5,2021-11-13,Oruro,Esmeralda,2,19%
6,2021-11-13,Oruro,Carangas,2,22%
7,2021-11-13,Oruro,Santiago De Huari,2,24%
8,2021-11-13,Oruro,Toledo,2,26%
9,2021-11-13,Oruro,Salinas De Garci Mendoza,2,27%
10,2021-11-13,Oruro,La Rivera,2,31%
11,2021-11-13,Oruro,Corque,2,39%
12,2021-11-13,Oruro,Santuario De Quillacas,2,39%
13,2021-11-13,Oruro,Andamarca,2,40%
14,2021-11-13,Oruro,Sabaya,2,40%
15,2021-11-13,Oruro,Coipasa,2,41%
16,2021-11-13,Oruro,Belen De Andamarca,2,42%
17,2021-11-13,Oruro,Challapata,2,42%
18,2021-11-13,Oruro,Poopo,2,45%
19,2021-11-13,Oruro,Turco,2,45%
20,2021-11-13,Oruro,Yunguyo De Litoral,2,45%
21,2021-11-13,Oruro,Choque Cota,2,46%
22,2021-11-13,Oruro,Caracollo,2,47%
23,2021-11-13,Oruro,Eucaliptus,2,47%
24,2021-11-13,Oruro,Pampa Aullagas,2,47%
25,2021-11-13,Oruro,Pazña,2,48%
26,2021-11-13,Oruro,Totora(Orr),2,49%
27,2021-11-13,Oruro,Soracachi,2,51%
28,2021-11-13,Oruro,Huanuni,2,59%
29,2021-11-13,Oruro,Huayllamarca,2,61%
30,2021-11-13,Oruro,Machacamarca,2,61%
31,2021-11-13,Oruro,Curahuara De Carangas,2,63%
32,2021-11-13,Oruro,Oruro,2,66%
33,2021-11-13,Oruro,Antequera,2,82%
34,2021-11-13,Oruro,Huachacalla,2,97%
0,2021-11-20,Santa Cruz,Yapacani,1,24%
1,2021-11-20,Santa Cruz,Pailon,1,30%
2,2021-11-20,Santa Cruz,San Julian,1,32%
3,2021-11-20,Santa Cruz,San Jose De Chiquitos,1,33%
4,2021-11-20,Santa Cruz,El Puente(Stc),1,35%
5,2021-11-20,Santa Cruz,La Guardia,1,37%
6,2021-11-20,Santa Cruz,Santa Rosa Del Sara,1,37%
7,2021-11-20,Santa Cruz,Charagua,1,39%
8,2021-11-20,Santa Cruz,Ascencion De Guarayos,1,40%
9,2021-11-20,Santa Cruz,Cuatro Cañadas,1,40%
10,2021-11-20,Santa Cruz,Warnes,1,41%
11,2021-11-20,Santa Cruz,Fernandez Alonso,1,46%
12,2021-11-20,Santa Cruz,Saipina,1,47%
13,2021-11-20,Santa Cruz,San Carlos,1,49%
14,2021-11-20,Santa Cruz,San Pedro,1,49%
15,2021-11-20,Santa Cruz,Urubicha,1,52%
16,2021-11-20,Santa Cruz,Pampa Grande,1,53%
